GEO ID,State Abbreviation,State,State PrEP-to-Need Ratio,Male PrEP-to-Need Ratio,Female PrEP-to-Need Ratio,Age LE 24 PrEP-to-Need Ratio,Age 25-34 PrEP-to-Need Ratio,Age 35-44 PrEP-to-Need Ratio,Age 45-54 PrEP-to-Need Ratio,Age 55-64 PrEP-to-Need Ratio,Age 65+ PrEP-to-Need Ratio,Black PrEP-to-Need Ratio,White PrEP-to-Need Ratio,Hispanic PrEP-to-Need Ratio,Year
21,KY,Kentucky,4.94,5.52,2.28,3.25,5.27,4.97,6.48,5.47,4.0,2.26,7.11,1.5,2019
22,LA,Louisiana,4.1,4.31,3.36,3.36,4.22,4.36,4.38,4.3,4.69,2.28,10.31,2.02,2019
23,ME,Maine,18.27,24.29,4.22,18.4,24.5,16.67,15.17,13.75,16.0,1.27,34.87,-9.0,2019
24,MD,Maryland,5.7,6.99,2.41,4.79,7.23,6.18,4.82,3.87,2.38,2.89,27.65,3.88,2019
25,MA,Massachusetts,16.46,20.69,4.44,18.54,19.26,16.94,13.95,12.34,5.62,3.54,40.51,6.9,2019
26,MI,Michigan,6.47,7.11,3.21,4.09,6.81,7.83,7.93,7.63,7.36,1.78,15.96,3.48,2019
27,MN,Minnesota,15.38,19.43,3.43,11.49,16.0,18.61,16.17,11.96,22.0,2.9,32.55,4.77,2019
28,MS,Mississippi,1.85,1.96,1.46,1.38,2.26,2.16,1.84,1.38,2.0,1.04,5.99,0.15,2019
29,MO,Missouri,6.67,7.99,1.91,4.36,7.07,7.7,7.55,8.09,5.63,2.11,13.71,3.17,2019
30,MT,Montana,10.54,11.4,6.0,9.5,17.5,6.88,11.0,10.0,5.0,-8.0,12.05,6.0,2019
31,NE,Nebraska,7.15,8.53,1.63,6.21,7.22,8.25,7.17,5.67,-8.0,1.38,14.0,1.63,2019
32,NV,Nevada,3.94,4.17,2.48,2.51,3.83,5.4,4.01,4.56,2.82,0.68,8.37,3.26,2019
33,NH,New Hampshire,20.71,22.59,8.0,99.0,13.5,45.67,45.0,10.67,11.0,1.75,35.29,4.6,2019
34,NJ,New Jersey,5.52,6.56,1.84,5.05,6.59,5.67,5.27,3.99,1.72,1.72,22.56,2.91,2019
35,NM,New Mexico,5.82,6.39,2.4,5.39,5.04,6.94,5.27,8.46,7.33,3.14,16.91,4.27,2019
36,NY,New York,14.67,16.83,5.77,8.84,18.15,18.98,12.1,10.46,6.06,5.53,65.92,6.57,2019
37,NC,North Carolina,3.88,4.34,1.76,2.18,4.39,5.03,5.39,3.59,2.52,1.83,11.85,1.87,2019
38,ND,North Dakota,4.26,4.79,1.2,5.6,3.89,5.29,4.0,4.0,-1.0,0.42,8.94,-9.0,2019
39,OH,Ohio,6.44,7.46,2.51,4.38,7.76,7.29,6.58,5.45,4.04,2.15,12.58,4.16,2019
40,OK,Oklahoma,3.23,3.75,0.95,2.06,3.48,4.06,2.9,4.33,5.33,1.43,6.35,1.56,2019
41,OR,Oregon,16.67,16.83,14.94,19.48,15.89,18.84,13.83,17.15,18.67,5.6,22.52,7.28,2019
42,PA,Pennsylvania,10.17,11.92,4.4,7.86,11.5,12.49,9.73,7.58,6.91,4.06,25.93,4.06,2019
44,RI,Rhode Island,14.06,15.41,6.64,10.87,15.8,23.22,15.4,8.11,5.25,3.71,23.85,7.05,2019
45,SC,South Carolina,2.26,2.51,1.14,1.22,2.57,3.23,2.99,1.6,2.29,1.11,6.23,0.92,2019
46,SD,South Dakota,4.03,5.0,1.11,3.8,5.82,2.45,3.5,4.0,-8.0,0.0,10.0,2.2,2019
47,TN,Tennessee,4.85,5.57,1.78,3.16,5.35,6.08,5.14,4.14,4.73,2.05,10.71,1.61,2019
48,TX,Texas,5.04,5.76,1.83,2.95,5.83,6.06,5.52,4.79,3.57,1.57,16.93,3.37,2019
49,UT,Utah,13.91,14.59,6.18,5.92,18.89,15.97,13.19,19.33,21.0,2.22,23.93,3.43,2019
50,VT,Vermont,31.09,32.2,21.0,28.0,53.0,22.67,26.0,51.0,11.0,2.5,43.14,33.0,2019
51,VA,Virginia,5.52,6.32,2.07,3.65,6.18,6.33,5.85,5.45,2.81,1.49,18.67,3.74,2019
53,WA,Washington,18.96,22.0,6.22,16.02,20.63,22.11,16.71,16.15,8.88,4.37,34.91,8.13,2019
54,WV,West Virginia,3.75,5.07,1.33,3.41,3.54,4.68,3.87,2.83,4.0,1.8,4.25,3.0,2019
55,WI,Wisconsin,10.83,12.75,3.14,8.1,13.04,10.31,11.04,10.65,12.67,1.94,29.95,3.8,2019
56,WY,Wyoming,7.62,7.33,11.0,20.0,7.75,3.67,7.0,-8.0,-8.0,-8.0,9.0,0.0,2019
72,PR,Puerto Rico,0.69,0.75,0.45,0.44,0.93,0.88,0.81,0.3,0.28,-8.0,-9.0,0.7,2019
