GEO ID,State Abbreviation,State,State PrEP Users,State PrEP Rate,State PrEP Rate Stability,Male PrEP Users,Male PrEP Rate,Male PrEP Rate Stability,Female PrEP Users,Female PrEP Rate,Female PrEP Rate Stability,Age LE 24 PrEP Users,Age LE 24 PrEP Rate,Age LE 24 PrEP Rate Stability,Age 25-34 PrEP Users,Age 25-34 PrEP Rate,Age 25-34 PrEP Rate Stability,Age 35-44 PrEP Users,Age 35-44 PrEP Rate,Age 35-44 PrEP Rate Stability,Age 45-54 PrEP Users,Age 45-54 PrEP Rate,Age 45-54 PrEP Rate Stability,Age 55-64 PrEP Users,Age 55-64 PrEP Rate,Age 55-64 PrEP Rate Stability,Age 65+ PrEP Users,Age 65+ PrEP Rate,Age 65+ PrEP Rate Stability,Black PrEP Users,Black PrEP Rate,Black PrEP Rate Stability,White PrEP Users,White PrEP Rate,White PrEP Rate Stability,Hispanic PrEP Users,Hispanic PrEP Rate,Hispanic PrEP Rate Stability,Year
44,RI,Rhode Island,414,46,Y,387,88,Y,28,6,Y,72,41,Y,145,101,Y,94,76,Y,77,52,Y,22,15,Y,4,2,N,20,39,Y,307,45,Y,77,64,Y,2016
45,SC,South Carolina,434,10,Y,371,18,Y,63,3,Y,47,6,Y,164,25,Y,121,20,Y,70,11,Y,23,4,Y,10,1,N,120,11,Y,303,11,Y,6,3,N,2016
46,SD,South Dakota,40,6,Y,32,9,Y,6,2,N,5,4,N,19,17,Y,11,11,N,5,5,N,-9,-9,-9,0,0,-9,-9,-9,-9,25,4,Y,9,42,N,2016
47,TN,Tennessee,1032,19,Y,911,34,Y,122,4,Y,127,12,Y,364,41,Y,246,30,Y,205,23,Y,72,8,Y,20,2,Y,204,22,Y,785,19,Y,32,13,Y,2016
48,TX,Texas,7356,33,Y,6759,61,Y,593,5,Y,752,16,Y,2916,71,Y,1809,48,Y,1307,37,Y,471,15,Y,108,3,Y,725,27,Y,4635,45,Y,1713,21,Y,2016
49,UT,Utah,651,27,Y,626,53,Y,24,2,Y,76,13,Y,283,63,Y,152,37,Y,97,31,Y,36,12,Y,9,3,N,8,32,N,568,30,Y,49,16,Y,2016
50,VT,Vermont,127,23,Y,117,44,Y,10,4,N,25,24,Y,35,48,Y,23,33,Y,29,34,Y,15,15,Y,-1,-1,-9,5,84,N,104,21,Y,20,213,Y,2016
51,VA,Virginia,1587,22,Y,1456,42,Y,126,3,Y,194,15,Y,643,55,Y,344,32,Y,253,22,Y,117,11,Y,30,2,Y,220,16,Y,1188,26,Y,96,16,Y,2016
53,WA,Washington,4157,68,Y,3870,127,Y,287,9,Y,429,39,Y,1603,147,Y,1038,110,Y,731,77,Y,274,29,Y,84,8,Y,212,94,Y,3319,76,Y,417,64,Y,2016
54,WV,West Virginia,142,9,Y,132,17,Y,11,1,N,15,6,Y,52,24,Y,36,16,Y,25,10,Y,11,4,N,3,1,N,5,9,N,131,9,Y,-1,-1,-9,2016
55,WI,Wisconsin,877,18,Y,808,34,Y,71,3,Y,143,15,Y,314,43,Y,192,28,Y,165,21,Y,52,6,Y,18,2,Y,48,17,Y,696,17,Y,106,39,Y,2016
56,WY,Wyoming,38,8,Y,34,14,Y,5,2,N,9,10,N,10,12,N,8,11,N,6,9,N,-1,-1,-9,3,3,N,-9,-9,-9,26,6,Y,-1,-1,-9,2016
72,PR,Puerto Rico,99,3,Y,81,6,Y,18,1,Y,8,1,N,21,5,Y,20,5,Y,27,6,Y,6,1,N,5,1,N,-9,-9,-9,-9,-9,-9,99,-9,-9,2016
