GEO ID,State Abbreviation,State,State PrEP Users,State PrEP Rate,State PrEP Rate Stability,Male PrEP Users,Male PrEP Rate,Male PrEP Rate Stability,Female PrEP Users,Female PrEP Rate,Female PrEP Rate Stability,Age LE 24 PrEP Users,Age LE 24 PrEP Rate,Age LE 24 PrEP Rate Stability,Age 25-34 PrEP Users,Age 25-34 PrEP Rate,Age 25-34 PrEP Rate Stability,Age 35-44 PrEP Users,Age 35-44 PrEP Rate,Age 35-44 PrEP Rate Stability,Age 45-54 PrEP Users,Age 45-54 PrEP Rate,Age 45-54 PrEP Rate Stability,Age 55-64 PrEP Users,Age 55-64 PrEP Rate,Age 55-64 PrEP Rate Stability,Age 65+ PrEP Users,Age 65+ PrEP Rate,Age 65+ PrEP Rate Stability,Black PrEP Users,Black PrEP Rate,Black PrEP Rate Stability,White PrEP Users,White PrEP Rate,White PrEP Rate Stability,Hispanic PrEP Users,Hispanic PrEP Rate,Hispanic PrEP Rate Stability,Year
40,OK,Oklahoma,174,5,Y,159,10,Y,15,1,Y,18,3,Y,64,12,Y,56,12,Y,29,6,Y,7,1,N,-9,-9,-9,16,7,Y,139,6,Y,9,3,N,2015
41,OR,Oregon,685,20,Y,634,38,Y,52,3,Y,75,12,Y,262,47,Y,191,36,Y,111,22,Y,41,8,Y,8,1,N,30,50,Y,574,21,Y,49,13,Y,2015
42,PA,Pennsylvania,1744,16,Y,1496,28,Y,244,4,Y,306,15,Y,686,41,Y,372,25,Y,261,15,Y,107,6,Y,16,1,Y,366,33,Y,1195,14,Y,121,19,Y,2015
44,RI,Rhode Island,252,28,Y,225,51,Y,28,6,Y,50,28,Y,92,65,Y,54,44,Y,47,31,Y,10,7,N,-1,-1,-9,14,28,Y,184,27,Y,45,38,Y,2015
45,SC,South Carolina,201,5,Y,162,8,Y,39,2,Y,24,3,Y,69,11,Y,58,10,Y,28,4,Y,18,3,Y,6,1,N,64,6,Y,117,4,Y,4,2,N,2015
46,SD,South Dakota,20,3,Y,17,5,Y,3,1,N,-1,-1,-9,12,11,Y,6,6,N,-1,-1,-9,0,0,-9,0,0,-9,-9,-9,-9,14,2,Y,4,20,N,2015
47,TN,Tennessee,494,9,Y,419,16,Y,76,3,Y,53,5,Y,162,18,Y,140,17,Y,95,11,Y,38,4,Y,8,1,N,98,11,Y,384,9,Y,8,3,N,2015
48,TX,Texas,4127,19,Y,3695,34,Y,430,4,Y,427,9,Y,1575,39,Y,1114,30,Y,719,21,Y,241,8,Y,52,2,Y,413,16,Y,2682,26,Y,893,11,Y,2015
49,UT,Utah,320,14,Y,301,26,Y,19,2,Y,40,7,Y,126,29,Y,73,18,Y,54,18,Y,21,7,Y,7,2,N,-1,-1,-9,276,15,Y,25,9,Y,2015
50,VT,Vermont,61,11,Y,54,20,Y,8,3,N,9,9,N,21,29,Y,9,13,N,14,16,Y,6,6,N,-1,-1,-9,-9,-9,-9,49,10,Y,7,77,N,2015
51,VA,Virginia,897,13,Y,774,23,Y,116,3,Y,97,7,Y,362,31,Y,181,17,Y,181,15,Y,56,5,Y,14,1,Y,102,8,Y,710,16,Y,52,9,Y,2015
53,WA,Washington,2509,42,Y,2340,78,Y,168,6,Y,246,22,Y,920,88,Y,686,74,Y,464,49,Y,149,16,Y,46,4,Y,123,56,Y,2015,46,Y,233,37,Y,2015
54,WV,West Virginia,74,5,Y,66,9,Y,9,1,N,12,4,Y,25,11,Y,19,8,Y,14,6,Y,4,1,N,-1,-1,-9,4,7,N,70,5,Y,-9,-9,-9,2015
55,WI,Wisconsin,417,9,Y,388,16,Y,30,1,Y,67,7,Y,135,19,Y,94,14,Y,103,13,Y,15,2,Y,5,1,N,27,10,Y,334,8,Y,44,17,Y,2015
56,WY,Wyoming,15,3,Y,13,5,Y,3,1,N,-1,-1,-9,4,5,N,5,7,N,-1,-1,-9,0,0,-9,-1,-1,-9,-9,-9,-9,7,2,N,0,0,-9,2015
72,PR,Puerto Rico,58,2,Y,50,3,Y,6,0,N,-1,-1,-9,12,3,Y,11,3,N,13,3,Y,6,1,N,5,1,N,-9,-9,-9,-9,-9,-9,58,-9,-9,2015
