GEO ID,State Abbreviation,State,State PrEP Users,State PrEP Rate,State PrEP Rate Stability,Male PrEP Users,Male PrEP Rate,Male PrEP Rate Stability,Female PrEP Users,Female PrEP Rate,Female PrEP Rate Stability,Age LE 24 PrEP Users,Age LE 24 PrEP Rate,Age LE 24 PrEP Rate Stability,Age 25-34 PrEP Users,Age 25-34 PrEP Rate,Age 25-34 PrEP Rate Stability,Age 35-44 PrEP Users,Age 35-44 PrEP Rate,Age 35-44 PrEP Rate Stability,Age 45-54 PrEP Users,Age 45-54 PrEP Rate,Age 45-54 PrEP Rate Stability,Age 55-64 PrEP Users,Age 55-64 PrEP Rate,Age 55-64 PrEP Rate Stability,Age 65+ PrEP Users,Age 65+ PrEP Rate,Age 65+ PrEP Rate Stability,Black PrEP Users,Black PrEP Rate,Black PrEP Rate Stability,White PrEP Users,White PrEP Rate,White PrEP Rate Stability,Hispanic PrEP Users,Hispanic PrEP Rate,Hispanic PrEP Rate Stability,Year
13,GA,Georgia,15309,165,Y,14104,315,Y,1201,25,Y,1805,100,Y,5612,368,Y,4020,273,Y,2214,158,Y,1342,100,Y,329,19,Y,5077,172,Y,8737,184,Y,1099,117,Y,2023
15,HI,Hawaii,1768,145,Y,1703,279,Y,66,11,Y,193,98,Y,561,302,Y,514,267,Y,245,145,Y,176,100,Y,56,19,Y,33,135,Y,799,287,Y,215,205,Y,2023
16,ID,Idaho,1158,71,Y,1097,133,Y,61,7,Y,190,56,Y,441,173,Y,284,110,Y,140,62,Y,81,36,Y,25,7,Y,25,193,Y,980,73,Y,140,68,Y,2023
17,IL,Illinois,24709,232,Y,23143,442,Y,1566,29,Y,2842,145,Y,10053,595,Y,6682,399,Y,2936,189,Y,1746,110,Y,465,21,Y,3137,214,Y,16168,251,Y,4493,234,Y,2023
18,IN,Indiana,6521,114,Y,5991,212,Y,534,18,Y,985,87,Y,2511,279,Y,1519,175,Y,801,98,Y,542,64,Y,169,14,Y,920,168,Y,5040,113,Y,412,90,Y,2023
19,IA,Iowa,2531,94,Y,2351,175,Y,179,13,Y,423,79,Y,954,238,Y,601,149,Y,287,79,Y,207,52,Y,62,10,Y,82,78,Y,2293,100,Y,107,60,Y,2023
20,KS,Kansas,1953,80,Y,1836,150,Y,116,9,Y,314,62,Y,766,203,Y,462,122,Y,217,66,Y,159,46,Y,40,8,Y,131,95,Y,1635,88,Y,164,54,Y,2023
21,KY,Kentucky,3819,100,Y,3530,188,Y,288,15,Y,505,72,Y,1378,231,Y,947,167,Y,562,101,Y,334,58,Y,93,12,Y,423,135,Y,3261,102,Y,84,50,Y,2023
22,LA,Louisiana,5434,142,Y,4682,253,Y,753,38,Y,851,117,Y,2001,334,Y,1415,233,Y,640,122,Y,399,70,Y,129,16,Y,1831,154,Y,3220,145,Y,306,122,Y,2023
23,ME,Maine,1238,101,Y,1160,194,Y,78,12,Y,141,75,Y,407,241,Y,299,173,Y,177,106,Y,162,78,Y,54,17,Y,39,183,Y,1169,103,Y,20,79,Y,2023
24,MD,Maryland,8430,162,Y,7630,304,Y,795,29,Y,1121,122,Y,3347,418,Y,2216,261,Y,960,125,Y,615,75,Y,172,16,Y,2860,181,Y,4467,175,Y,711,120,Y,2023
25,MA,Massachusetts,15092,249,Y,13988,476,Y,1099,35,Y,2238,206,Y,6071,625,Y,3488,378,Y,1634,193,Y,1281,136,Y,386,30,Y,1007,226,Y,11509,268,Y,1871,253,Y,2023
26,MI,Michigan,8334,97,Y,7656,182,Y,677,16,Y,1190,76,Y,3258,247,Y,2018,165,Y,996,83,Y,632,47,Y,239,12,Y,1347,119,Y,6310,98,Y,494,106,Y,2023
27,MN,Minnesota,7549,157,Y,7114,296,Y,433,18,Y,880,99,Y,2994,406,Y,1961,251,Y,922,139,Y,597,82,Y,197,19,Y,537,163,Y,6421,168,Y,285,102,Y,2023
28,MS,Mississippi,1793,73,Y,1493,126,Y,306,24,Y,333,68,Y,682,182,Y,389,107,Y,207,59,Y,135,37,Y,53,10,Y,846,93,Y,906,64,Y,33,39,Y,2023
29,MO,Missouri,6059,116,Y,5534,216,Y,527,20,Y,806,83,Y,2284,281,Y,1475,185,Y,760,106,Y,584,74,Y,156,14,Y,891,154,Y,4809,116,Y,255,101,Y,2023
30,MT,Montana,583,60,Y,547,112,Y,36,8,Y,91,53,Y,231,156,Y,138,94,Y,68,54,Y,36,25,Y,20,9,Y,12,225,Y,535,64,Y,22,55,Y,2023
31,NE,Nebraska,1412,86,Y,1334,163,Y,78,10,Y,199,59,Y,572,226,Y,360,139,Y,148,67,Y,96,42,Y,38,11,Y,72,91,Y,1182,92,Y,109,59,Y,2023
32,NV,Nevada,4928,182,Y,4360,320,Y,570,42,Y,458,100,Y,1537,335,Y,1411,316,Y,786,197,Y,552,140,Y,182,33,Y,275,106,Y,3036,232,Y,1320,174,Y,2023
33,NH,"New
Hampshire",1448,118,Y,1361,223,Y,87,14,Y,217,110,Y,526,295,Y,331,187,Y,170,100,Y,140,65,Y,49,17,Y,17,90,Y,1305,119,Y,75,141,Y,2023
34,NJ,New Jersey,10992,140,Y,10288,267,Y,703,17,Y,1530,112,Y,4462,375,Y,2691,218,Y,1286,108,Y,794,64,Y,231,14,Y,1262,124,Y,6760,160,Y,2354,140,Y,2023
35,NM,New Mexico,2324,129,Y,2209,248,Y,115,13,Y,302,89,Y,854,308,Y,589,216,Y,288,122,Y,209,81,Y,84,20,Y,58,154,Y,1049,149,Y,1131,135,Y,2023
36,NY,New York,52602,314,Y,49188,606,Y,3395,39,Y,5171,179,Y,22459,821,Y,15105,593,Y,5678,240,Y,3297,127,Y,911,25,Y,7307,305,Y,33616,362,Y,8638,274,Y,2023
37,NC,North Carolina,11829,129,Y,11001,247,Y,819,17,Y,1697,99,Y,4618,317,Y,2765,200,Y,1467,108,Y,931,68,Y,306,16,Y,2996,156,Y,7808,135,Y,738,80,Y,2023
38,ND,North Dakota,432,66,Y,408,122,Y,24,8,Y,63,45,Y,180,164,Y,113,110,Y,48,61,Y,25,29,Y,7,5,N,17,82,Y,398,72,Y,11,42,N,2023
39,OH,Ohio,13178,132,Y,11975,245,Y,1191,23,Y,1879,104,Y,5342,344,Y,3189,215,Y,1492,107,Y,935,62,Y,331,15,Y,2138,172,Y,10031,128,Y,586,136,Y,2023
40,OK,Oklahoma,2986,89,Y,2746,165,Y,240,14,Y,446,65,Y,1139,208,Y,735,137,Y,397,86,Y,214,46,Y,60,9,Y,256,103,Y,2366,107,Y,240,63,Y,2023
41,OR,Oregon,6753,185,Y,6137,339,Y,617,33,Y,736,120,Y,2529,429,Y,1928,323,Y,892,170,Y,504,100,Y,165,20,Y,268,362,Y,5498,201,Y,711,145,Y,2023
42,PA,Pennsylvania,18781,169,Y,16652,306,Y,2120,37,Y,2834,145,Y,7583,456,Y,4582,278,Y,1959,129,Y,1393,80,Y,422,16,Y,3068,262,Y,13673,162,Y,1448,165,Y,2023
44,RI,Rhode Island,2063,216,Y,1917,413,Y,146,30,Y,285,168,Y,800,531,Y,486,342,Y,246,192,Y,180,119,Y,65,31,Y,125,210,Y,1543,225,Y,329,215,Y,2023
45,SC,South Carolina,4231,93,Y,3826,174,Y,405,17,Y,699,84,Y,1573,228,Y,986,147,Y,491,77,Y,369,53,Y,117,11,Y,1515,133,Y,2417,82,Y,178,59,Y,2023
46,SD,South Dakota,386,51,Y,361,93,Y,25,7,Y,73,49,Y,130,113,Y,93,80,Y,55,56,Y,27,24,Y,10,6,N,7,41,N,360,57,Y,7,22,N,2023
47,TN,Tennessee,9046,150,Y,8227,281,Y,819,27,Y,1316,120,Y,3676,372,Y,2095,230,Y,1068,122,Y,698,77,Y,202,16,Y,2121,224,Y,6383,144,Y,386,99,Y,2023
48,TX,Texas,45218,180,Y,42166,338,Y,3039,24,Y,5776,111,Y,18063,410,Y,11811,274,Y,5384,144,Y,3283,98,Y,940,22,Y,4797,151,Y,23670,226,Y,15095,158,Y,2023
49,UT,Utah,4720,171,Y,4473,320,Y,246,18,Y,675,99,Y,2049,403,Y,1151,248,Y,497,129,Y,270,87,Y,84,20,Y,62,180,Y,4001,187,Y,481,117,Y,2023
50,VT,Vermont,685,121,Y,619,221,Y,67,23,Y,88,89,Y,222,288,Y,168,208,Y,89,117,Y,76,83,Y,43,30,Y,8,102,N,626,120,Y,45,320,Y,2023
51,VA,Virginia,10352,140,Y,9385,259,Y,945,25,Y,1293,95,Y,3923,335,Y,2540,214,Y,1310,122,Y,959,87,Y,289,19,Y,2369,169,Y,6677,149,Y,820,109,Y,2023
53,WA,Washington,14777,222,Y,13720,411,Y,1056,32,Y,1458,128,Y,5966,504,Y,4119,364,Y,1838,197,Y,1039,113,Y,359,27,Y,629,228,Y,11451,259,Y,1574,183,Y,2023
54,WV,West Virginia,1020,67,Y,947,125,Y,71,9,Y,132,50,Y,359,168,Y,248,118,Y,152,68,Y,95,40,Y,35,9,Y,73,131,Y,918,66,Y,17,54,Y,2023
55,WI,Wisconsin,3788,75,Y,3518,140,Y,268,11,Y,644,69,Y,1420,192,Y,884,118,Y,438,64,Y,313,39,Y,93,8,Y,264,90,Y,3148,77,Y,290,81,Y,2023
56,WY,Wyoming,216,44,Y,206,81,Y,10,4,N,42,45,Y,72,99,Y,61,78,Y,18,27,Y,18,25,Y,10,9,N,-9,-9,-9,207,49,Y,10,21,N,2023
72,PR,Puerto Rico,700,24,Y,685,50,Y,19,1,Y,41,9,Y,269,62,Y,195,52,Y,120,30,Y,70,16,Y,13,2,Y,-9,-9,-9,125,-9,-9,575,-9,-9,2023
