GEO ID,State Abbreviation,State,State PrEP Users,State PrEP Rate,State PrEP Rate Stability,Male PrEP Users,Male PrEP Rate,Male PrEP Rate Stability,Female PrEP Users,Female PrEP Rate,Female PrEP Rate Stability,Age LE 24 PrEP Users,Age LE 24 PrEP Rate,Age LE 24 PrEP Rate Stability,Age 25-34 PrEP Users,Age 25-34 PrEP Rate,Age 25-34 PrEP Rate Stability,Age 35-44 PrEP Users,Age 35-44 PrEP Rate,Age 35-44 PrEP Rate Stability,Age 45-54 PrEP Users,Age 45-54 PrEP Rate,Age 45-54 PrEP Rate Stability,Age 55-64 PrEP Users,Age 55-64 PrEP Rate,Age 55-64 PrEP Rate Stability,Age 65+ PrEP Users,Age 65+ PrEP Rate,Age 65+ PrEP Rate Stability,Black PrEP Users,Black PrEP Rate,Black PrEP Rate Stability,White PrEP Users,White PrEP Rate,White PrEP Rate Stability,Hispanic PrEP Users,Hispanic PrEP Rate,Hispanic PrEP Rate Stability,Year
13,GA,Georgia,9558,107,Y,8819,204,Y,739,16,Y,1227,69,Y,3561,240,Y,2260,160,Y,1559,111,Y,799,60,Y,148,10,Y,3281,117,Y,5509,116,Y,575,68,Y,2020
15,HI,Hawaii,876,71,Y,837,136,Y,40,7,Y,91,46,Y,317,159,Y,221,116,Y,137,79,Y,82,44,Y,33,12,Y,13,52,Y,402,143,Y,130,132,Y,2020
16,ID,Idaho,643,42,Y,623,81,Y,20,3,Y,120,38,Y,237,99,Y,156,66,Y,85,41,Y,39,17,Y,9,3,N,16,141,Y,527,42,Y,90,50,Y,2020
17,IL,Illinois,15381,143,Y,14575,275,Y,802,15,Y,1724,86,Y,6476,371,Y,3934,234,Y,1983,123,Y,1060,63,Y,206,10,Y,1790,120,Y,10503,158,Y,2534,138,Y,2020
18,IN,Indiana,3159,56,Y,2921,105,Y,239,8,Y,475,42,Y,1270,143,Y,689,81,Y,465,56,Y,231,26,Y,36,3,Y,402,77,Y,2490,56,Y,206,50,Y,2020
19,IA,Iowa,1544,58,Y,1449,109,Y,94,7,Y,254,48,Y,611,154,Y,352,88,Y,190,52,Y,119,28,Y,19,3,Y,51,53,Y,1401,61,Y,60,38,Y,2020
20,KS,Kansas,945,39,Y,882,73,Y,62,5,Y,149,30,Y,389,102,Y,182,49,Y,120,36,Y,90,24,Y,17,4,Y,45,33,Y,808,43,Y,75,26,Y,2020
21,KY,Kentucky,1675,44,Y,1569,84,Y,105,5,Y,210,30,Y,680,116,Y,381,68,Y,251,44,Y,125,21,Y,26,3,Y,177,58,Y,1417,44,Y,52,35,Y,2020
22,LA,Louisiana,3289,85,Y,2793,149,Y,496,25,Y,497,68,Y,1261,197,Y,768,127,Y,433,80,Y,264,44,Y,69,9,Y,1135,94,Y,1932,85,Y,174,72,Y,2020
23,ME,Maine,586,49,Y,558,96,Y,28,5,Y,90,49,Y,204,124,Y,114,71,Y,100,57,Y,70,33,Y,12,4,Y,20,116,Y,551,50,Y,0,0,-9,2020
24,MD,Maryland,5093,98,Y,4562,182,Y,532,20,Y,700,76,Y,2136,257,Y,1188,145,Y,609,76,Y,375,45,Y,87,9,Y,1773,114,Y,2682,102,Y,393,72,Y,2020
25,MA,Massachusetts,9078,151,Y,8481,290,Y,596,19,Y,1271,118,Y,3744,375,Y,2009,227,Y,1126,125,Y,781,80,Y,154,13,Y,659,154,Y,6894,158,Y,1093,158,Y,2020
26,MI,Michigan,4725,55,Y,4364,104,Y,361,8,Y,699,44,Y,1948,148,Y,1004,84,Y,624,50,Y,361,26,Y,90,5,Y,715,63,Y,3688,57,Y,211,49,Y,2020
27,MN,Minnesota,4285,90,Y,4076,171,Y,203,9,Y,522,59,Y,1726,228,Y,1027,136,Y,603,89,Y,351,46,Y,57,6,Y,278,93,Y,3655,95,Y,197,77,Y,2020
28,MS,Mississippi,979,40,Y,833,70,Y,145,11,Y,191,39,Y,352,92,Y,221,60,Y,130,36,Y,73,19,Y,19,4,Y,394,43,Y,562,40,Y,18,23,Y,2020
29,MO,Missouri,3428,66,Y,3242,128,Y,186,7,Y,455,47,Y,1374,169,Y,741,96,Y,490,67,Y,325,39,Y,54,5,Y,528,91,Y,2622,64,Y,197,87,Y,2020
30,MT,Montana,289,31,Y,265,57,Y,23,5,Y,56,34,Y,98,70,Y,73,54,Y,42,35,Y,16,11,Y,5,2,N,-9,-9,-9,265,33,Y,17,50,Y,2020
31,NE,Nebraska,695,43,Y,654,81,Y,40,5,Y,107,33,Y,306,120,Y,152,60,Y,79,36,Y,42,17,Y,13,4,Y,36,47,Y,602,47,Y,36,21,Y,2020
32,NV,Nevada,2356,90,Y,2187,166,Y,170,13,Y,277,61,Y,905,201,Y,638,151,Y,342,86,Y,166,42,Y,33,7,Y,101,42,Y,1474,111,Y,632,91,Y,2020
33,NH,"New
Hampshire",658,55,Y,624,105,Y,35,6,Y,110,54,Y,238,137,Y,141,87,Y,90,50,Y,68,31,Y,14,5,Y,8,46,N,610,56,Y,27,58,Y,2020
34,NJ,New Jersey,5993,77,Y,5638,148,Y,354,9,Y,877,64,Y,2477,208,Y,1401,116,Y,743,60,Y,430,33,Y,61,4,Y,669,66,Y,3744,86,Y,1216,77,Y,2020
35,NM,New Mexico,1181,66,Y,1112,126,Y,69,8,Y,213,63,Y,394,140,Y,277,105,Y,141,59,Y,122,44,Y,32,8,Y,37,104,Y,565,78,Y,551,68,Y,2020
36,NY,New York,34373,201,Y,31855,385,Y,2513,29,Y,3380,114,Y,15155,519,Y,9065,353,Y,4014,158,Y,2356,87,Y,426,13,Y,4954,200,Y,21758,227,Y,5831,184,Y,2020
37,NC,North Carolina,6054,69,Y,5616,131,Y,438,10,Y,928,56,Y,2417,173,Y,1238,94,Y,889,66,Y,479,35,Y,104,6,Y,1623,88,Y,3925,70,Y,368,45,Y,2020
38,ND,North Dakota,197,31,Y,184,56,Y,6,2,N,43,32,Y,70,62,Y,47,48,Y,25,31,Y,11,12,N,-1,-1,-9,13,67,Y,183,33,Y,-9,-9,-9,2020
39,OH,Ohio,6939,70,Y,6430,132,Y,509,10,Y,1047,58,Y,2851,184,Y,1566,109,Y,885,61,Y,474,29,Y,122,6,Y,1046,86,Y,5453,69,Y,294,76,Y,2020
40,OK,Oklahoma,1480,45,Y,1382,85,Y,98,6,Y,216,33,Y,589,110,Y,351,69,Y,204,45,Y,99,20,Y,23,4,Y,174,72,Y,1159,53,Y,95,28,Y,2020
41,OR,Oregon,3717,102,Y,3433,191,Y,286,16,Y,429,70,Y,1496,249,Y,983,168,Y,502,97,Y,248,46,Y,66,9,Y,162,235,Y,3111,112,Y,312,69,Y,2020
42,PA,Pennsylvania,10750,97,Y,9819,181,Y,928,16,Y,1749,90,Y,4449,260,Y,2371,150,Y,1233,77,Y,771,42,Y,184,8,Y,1807,155,Y,7775,91,Y,832,105,Y,2020
44,RI,Rhode Island,1100,116,Y,1034,224,Y,67,14,Y,161,92,Y,435,287,Y,240,180,Y,146,106,Y,94,60,Y,26,13,Y,70,123,Y,857,123,Y,139,99,Y,2020
45,SC,South Carolina,1970,45,Y,1779,85,Y,191,9,Y,295,37,Y,770,115,Y,471,75,Y,253,40,Y,140,20,Y,48,5,Y,640,58,Y,1224,44,Y,67,26,Y,2020
46,SD,South Dakota,144,20,Y,132,36,Y,11,3,N,25,18,Y,52,46,Y,25,23,Y,27,29,Y,13,11,Y,-1,-1,-9,-9,-9,-9,132,22,Y,9,34,N,2020
47,TN,Tennessee,4779,82,Y,4465,157,Y,315,11,Y,706,66,Y,1941,203,Y,1046,120,Y,645,74,Y,376,41,Y,68,6,Y,1074,114,Y,3451,80,Y,192,56,Y,2020
48,TX,Texas,26434,110,Y,24736,208,Y,1692,14,Y,3668,74,Y,11122,263,Y,6252,155,Y,3275,91,Y,1738,52,Y,379,10,Y,2885,97,Y,14822,143,Y,7822,88,Y,2020
49,UT,Utah,2289,88,Y,2195,167,Y,94,7,Y,282,43,Y,1039,218,Y,540,118,Y,272,79,Y,133,43,Y,28,8,Y,27,89,Y,1981,97,Y,195,53,Y,2020
50,VT,Vermont,322,57,Y,311,112,Y,11,4,N,43,43,Y,104,135,Y,67,88,Y,41,52,Y,58,59,Y,10,8,N,8,115,N,280,54,Y,34,267,Y,2020
51,VA,Virginia,5216,72,Y,4856,136,Y,354,10,Y,644,48,Y,2259,191,Y,1208,105,Y,626,57,Y,393,35,Y,80,6,Y,939,68,Y,3579,79,Y,414,59,Y,2020
53,WA,Washington,9891,152,Y,9329,286,Y,561,17,Y,911,80,Y,4051,345,Y,2586,241,Y,1427,153,Y,758,79,Y,162,13,Y,484,187,Y,7694,172,Y,1046,133,Y,2020
54,WV,West Virginia,535,35,Y,493,65,Y,41,5,Y,88,34,Y,153,72,Y,141,65,Y,91,40,Y,57,23,Y,9,2,N,23,42,Y,487,34,Y,15,56,Y,2020
55,WI,Wisconsin,2350,47,Y,2227,89,Y,123,5,Y,372,40,Y,960,130,Y,484,66,Y,296,41,Y,197,24,Y,46,4,Y,221,76,Y,1943,47,Y,142,43,Y,2020
56,WY,Wyoming,96,20,Y,88,36,Y,7,3,N,15,17,Y,35,47,Y,21,28,Y,14,22,Y,6,8,N,4,4,N,5,98,N,62,15,Y,3,7,N,2020
72,PR,Puerto Rico,312,11,Y,278,20,Y,35,2,Y,24,5,Y,121,29,Y,78,20,Y,67,16,Y,22,5,Y,4,1,N,-9,-9,-9,-9,-9,-9,312,-9,-9,2020
