GEO ID,State Abbreviation,State,State PrEP Users,State PrEP Rate,State PrEP Rate Stability,Male PrEP Users,Male PrEP Rate,Male PrEP Rate Stability,Female PrEP Users,Female PrEP Rate,Female PrEP Rate Stability,Age LE 24 PrEP Users,Age LE 24 PrEP Rate,Age LE 24 PrEP Rate Stability,Age 25-34 PrEP Users,Age 25-34 PrEP Rate,Age 25-34 PrEP Rate Stability,Age 35-44 PrEP Users,Age 35-44 PrEP Rate,Age 35-44 PrEP Rate Stability,Age 45-54 PrEP Users,Age 45-54 PrEP Rate,Age 45-54 PrEP Rate Stability,Age 55-64 PrEP Users,Age 55-64 PrEP Rate,Age 55-64 PrEP Rate Stability,Age 65+ PrEP Users,Age 65+ PrEP Rate,Age 65+ PrEP Rate Stability,Black PrEP Users,Black PrEP Rate,Black PrEP Rate Stability,White PrEP Users,White PrEP Rate,White PrEP Rate Stability,Hispanic PrEP Users,Hispanic PrEP Rate,Hispanic PrEP Rate Stability,Year
13,GA,Georgia,8373,95,Y,7674,180,Y,700,15,Y,969,56,Y,3095,207,Y,2018,146,Y,1466,105,Y,683,52,Y,131,9,Y,2837,103,Y,4856,102,Y,534,69,Y,2019
15,HI,Hawaii,779,65,Y,733,123,Y,46,8,Y,74,37,Y,258,129,Y,205,113,Y,135,80,Y,84,47,Y,24,9,Y,15,64,Y,383,140,Y,104,97,Y,2019
16,ID,Idaho,463,32,Y,445,61,Y,18,2,Y,85,29,Y,168,71,Y,125,55,Y,59,29,Y,24,11,Y,6,2,N,0,0,-9,422,35,Y,38,22,Y,2019
17,IL,Illinois,15614,146,Y,14661,282,Y,950,17,Y,2088,106,Y,6684,380,Y,3783,231,Y,1943,121,Y,939,57,Y,185,9,Y,1909,129,Y,10647,159,Y,2490,144,Y,2019
18,IN,Indiana,2992,53,Y,2742,100,Y,250,9,Y,457,41,Y,1219,137,Y,617,74,Y,446,54,Y,211,24,Y,49,5,Y,366,71,Y,2362,53,Y,207,57,Y,2019
19,IA,Iowa,1392,53,Y,1291,99,Y,95,7,Y,255,49,Y,535,134,Y,330,86,Y,159,44,Y,95,23,Y,19,3,Y,53,57,Y,1259,55,Y,49,34,Y,2019
20,KS,Kansas,875,36,Y,815,68,Y,60,5,Y,149,30,Y,371,97,Y,163,45,Y,122,37,Y,64,17,Y,11,2,N,38,28,Y,738,40,Y,91,35,Y,2019
21,KY,Kentucky,1617,43,Y,1485,81,Y,132,7,Y,218,31,Y,627,107,Y,368,67,Y,272,48,Y,104,17,Y,24,3,Y,199,66,Y,1351,42,Y,42,33,Y,2019
22,LA,Louisiana,3583,93,Y,2934,157,Y,648,32,Y,614,85,Y,1368,208,Y,781,132,Y,490,89,Y,271,45,Y,61,8,Y,1294,106,Y,2052,89,Y,174,94,Y,2019
23,ME,Maine,548,47,Y,510,90,Y,38,6,Y,92,51,Y,196,120,Y,100,65,Y,91,52,Y,55,26,Y,16,6,Y,14,87,Y,523,48,Y,-9,-9,-9,2019
24,MD,Maryland,5222,103,Y,4604,189,Y,619,23,Y,839,93,Y,2177,263,Y,1143,146,Y,636,80,Y,352,43,Y,76,8,Y,1907,126,Y,2654,101,Y,407,85,Y,2019
25,MA,Massachusetts,8742,147,Y,8133,285,Y,613,20,Y,1335,123,Y,3620,364,Y,1813,214,Y,1102,123,Y,728,77,Y,146,12,Y,587,140,Y,6644,153,Y,1077,162,Y,2019
26,MI,Michigan,4382,52,Y,4025,97,Y,356,8,Y,699,45,Y,1833,140,Y,877,75,Y,579,46,Y,313,22,Y,81,5,Y,679,60,Y,3399,53,Y,212,53,Y,2019
27,MN,Minnesota,4123,88,Y,3847,165,Y,240,10,Y,540,62,Y,1728,227,Y,949,131,Y,566,84,Y,299,40,Y,44,5,Y,264,93,Y,3515,92,Y,186,81,Y,2019
28,MS,Mississippi,868,35,Y,723,61,Y,145,11,Y,171,35,Y,337,86,Y,175,48,Y,112,31,Y,58,15,Y,22,5,Y,364,40,Y,497,35,Y,3,4,N,2019
29,MO,Missouri,3256,63,Y,3046,121,Y,204,8,Y,471,50,Y,1286,156,Y,693,92,Y,491,67,Y,283,34,Y,45,4,Y,479,83,Y,2550,61,Y,149,75,Y,2019
30,MT,Montana,253,28,Y,228,50,Y,24,5,Y,38,23,Y,105,76,Y,55,42,Y,33,28,Y,20,13,Y,5,2,N,-9,-9,-9,241,30,Y,12,38,Y,2019
31,NE,Nebraska,572,36,Y,546,69,Y,26,3,Y,87,27,Y,231,90,Y,132,54,Y,86,40,Y,34,14,Y,5,2,N,29,39,Y,504,39,Y,26,17,Y,2019
32,NV,Nevada,2030,79,Y,1852,144,Y,176,14,Y,233,52,Y,786,173,Y,540,132,Y,289,73,Y,155,40,Y,31,6,Y,108,46,Y,1264,96,Y,535,77,Y,2019
33,NH,"New
Hampshire",642,54,Y,610,105,Y,32,5,Y,99,49,Y,243,141,Y,137,88,Y,90,49,Y,64,30,Y,11,4,N,7,43,N,600,56,Y,23,54,Y,2019
34,NJ,New Jersey,5806,77,Y,5382,148,Y,424,11,Y,904,69,Y,2365,205,Y,1305,115,Y,775,65,Y,387,32,Y,67,5,Y,685,71,Y,3565,84,Y,1189,81,Y,2019
35,NM,New Mexico,1019,58,Y,959,111,Y,60,7,Y,167,50,Y,338,119,Y,243,95,Y,137,58,Y,110,40,Y,22,6,Y,22,66,Y,541,78,Y,418,50,Y,2019
36,NY,New York,34905,211,Y,32213,405,Y,2691,31,Y,3979,138,Y,15664,546,Y,8581,353,Y,4163,168,Y,2145,83,Y,400,12,Y,5165,217,Y,21887,233,Y,6027,200,Y,2019
37,NC,North Carolina,5259,59,Y,4838,113,Y,420,9,Y,816,49,Y,2077,147,Y,1092,84,Y,797,58,Y,399,29,Y,78,4,Y,1480,79,Y,3342,58,Y,316,43,Y,2019
38,ND,North Dakota,166,26,Y,139,43,Y,12,4,Y,28,22,Y,74,65,Y,37,40,Y,20,26,Y,8,9,N,-1,-1,-9,8,43,N,152,28,Y,-9,-9,-9,2019
39,OH,Ohio,6224,63,Y,5725,120,Y,499,10,Y,1003,56,Y,2576,166,Y,1349,97,Y,816,56,Y,387,24,Y,101,5,Y,980,82,Y,4829,61,Y,283,81,Y,2019
40,OK,Oklahoma,1113,34,Y,1051,65,Y,62,4,Y,165,25,Y,435,80,Y,260,52,Y,151,33,Y,91,18,Y,16,3,Y,133,56,Y,870,39,Y,81,26,Y,2019
41,OR,Oregon,3300,92,Y,3030,171,Y,269,15,Y,409,67,Y,1303,216,Y,829,146,Y,484,95,Y,223,41,Y,56,7,Y,112,166,Y,2792,101,Y,262,61,Y,2019
42,PA,Pennsylvania,10160,93,Y,9139,172,Y,1021,18,Y,1737,91,Y,4219,247,Y,2136,141,Y,1255,78,Y,667,37,Y,159,7,Y,1833,160,Y,7182,85,Y,820,109,Y,2019
44,RI,Rhode Island,1012,111,Y,940,213,Y,73,15,Y,163,96,Y,395,267,Y,209,167,Y,154,114,Y,73,49,Y,21,11,Y,52,96,Y,787,116,Y,141,106,Y,2019
45,SC,South Carolina,1625,37,Y,1473,71,Y,151,7,Y,238,30,Y,648,95,Y,372,60,Y,227,35,Y,104,15,Y,39,4,Y,504,45,Y,1046,37,Y,49,22,Y,2019
46,SD,South Dakota,141,19,Y,130,36,Y,10,3,N,19,13,Y,64,56,Y,27,26,Y,21,22,Y,8,7,N,3,2,N,0,0,-9,120,20,Y,11,44,N,2019
47,TN,Tennessee,3717,65,Y,3458,124,Y,258,9,Y,534,51,Y,1487,157,Y,827,98,Y,550,63,Y,269,30,Y,52,5,Y,814,87,Y,2720,63,Y,132,48,Y,2019
48,TX,Texas,22085,93,Y,20626,176,Y,1452,12,Y,3054,62,Y,9313,218,Y,5137,130,Y,2863,81,Y,1447,44,Y,275,7,Y,2192,76,Y,12679,123,Y,6436,72,Y,2019
49,UT,Utah,1906,75,Y,1838,144,Y,68,5,Y,231,37,Y,850,180,Y,479,108,Y,211,64,Y,116,38,Y,21,6,Y,20,68,Y,1651,82,Y,161,47,Y,2019
50,VT,Vermont,342,63,Y,322,121,Y,21,8,Y,56,56,Y,106,142,Y,68,95,Y,52,67,Y,51,53,Y,11,9,N,5,75,N,302,60,Y,33,318,Y,2019
51,VA,Virginia,4580,64,Y,4254,121,Y,323,9,Y,614,46,Y,1948,164,Y,1032,93,Y,573,52,Y,349,31,Y,59,4,Y,742,54,Y,3192,71,Y,381,60,Y,2019
53,WA,Washington,9065,141,Y,8491,266,Y,572,18,Y,1009,90,Y,3734,319,Y,2277,221,Y,1270,137,Y,630,66,Y,142,12,Y,428,172,Y,7052,158,Y,975,134,Y,2019
54,WV,West Virginia,570,37,Y,497,66,Y,72,9,Y,75,29,Y,209,98,Y,159,74,Y,89,39,Y,34,13,Y,8,2,N,27,50,Y,519,36,Y,15,63,Y,2019
55,WI,Wisconsin,2263,46,Y,2129,87,Y,132,5,Y,389,43,Y,900,121,Y,464,65,Y,298,42,Y,181,22,Y,38,4,Y,184,63,Y,1887,46,Y,152,50,Y,2019
56,WY,Wyoming,99,21,Y,88,36,Y,11,5,N,20,22,Y,31,41,Y,22,30,Y,14,22,Y,6,8,N,3,3,N,8,149,N,63,15,Y,0,0,-9,2019
72,PR,Puerto Rico,269,10,Y,236,18,Y,33,2,Y,27,5,Y,100,25,Y,63,16,Y,50,12,Y,18,4,Y,7,1,N,-9,-9,-9,-9,-9,-9,269,-9,-9,2019
