GEO ID,State Abbreviation,State,State PrEP Users,State PrEP Rate,State PrEP Rate Stability,Male PrEP Users,Male PrEP Rate,Male PrEP Rate Stability,Female PrEP Users,Female PrEP Rate,Female PrEP Rate Stability,Age LE 24 PrEP Users,Age LE 24 PrEP Rate,Age LE 24 PrEP Rate Stability,Age 25-34 PrEP Users,Age 25-34 PrEP Rate,Age 25-34 PrEP Rate Stability,Age 35-44 PrEP Users,Age 35-44 PrEP Rate,Age 35-44 PrEP Rate Stability,Age 45-54 PrEP Users,Age 45-54 PrEP Rate,Age 45-54 PrEP Rate Stability,Age 55-64 PrEP Users,Age 55-64 PrEP Rate,Age 55-64 PrEP Rate Stability,Age 65+ PrEP Users,Age 65+ PrEP Rate,Age 65+ PrEP Rate Stability,Black PrEP Users,Black PrEP Rate,Black PrEP Rate Stability,White PrEP Users,White PrEP Rate,White PrEP Rate Stability,Hispanic PrEP Users,Hispanic PrEP Rate,Hispanic PrEP Rate Stability,Year
19,IA,Iowa,2206,82,Y,2057,154,Y,148,11,Y,406,76,Y,842,211,Y,513,127,Y,244,68,Y,164,41,Y,40,7,Y,83,81,Y,1995,87,Y,76,45,Y,2022
20,KS,Kansas,1656,68,Y,1566,128,Y,89,7,Y,279,55,Y,674,179,Y,361,96,Y,184,56,Y,127,36,Y,33,7,Y,109,79,Y,1366,74,Y,155,52,Y,2022
21,KY,Kentucky,3005,79,Y,2782,149,Y,223,12,Y,412,59,Y,1158,195,Y,707,125,Y,405,73,Y,249,42,Y,77,10,Y,317,102,Y,2561,80,Y,90,56,Y,2022
22,LA,Louisiana,4921,129,Y,4186,226,Y,734,37,Y,820,113,Y,1839,302,Y,1250,206,Y,555,105,Y,349,60,Y,110,14,Y,1708,143,Y,2874,129,Y,275,111,Y,2022
23,ME,Maine,1060,87,Y,995,167,Y,63,10,Y,145,77,Y,350,208,Y,234,138,Y,173,103,Y,126,60,Y,34,11,Y,45,228,Y,992,88,Y,15,63,Y,2022
24,MD,Maryland,7194,138,Y,6548,262,Y,644,24,Y,1003,109,Y,2903,358,Y,1851,221,Y,796,103,Y,501,61,Y,142,14,Y,2403,153,Y,3834,149,Y,610,107,Y,2022
25,MA,Massachusetts,12942,214,Y,12074,412,Y,867,28,Y,2004,185,Y,5273,541,Y,2884,317,Y,1417,165,Y,1076,112,Y,293,23,Y,945,216,Y,9769,226,Y,1605,223,Y,2022
26,MI,Michigan,7226,85,Y,6679,159,Y,546,13,Y,1114,71,Y,2975,225,Y,1573,129,Y,846,70,Y,545,40,Y,175,9,Y,1134,100,Y,5501,85,Y,417,92,Y,2022
27,MN,Minnesota,6609,138,Y,6299,263,Y,309,13,Y,863,98,Y,2704,365,Y,1609,208,Y,780,118,Y,522,70,Y,132,13,Y,452,142,Y,5663,148,Y,249,93,Y,2022
28,MS,Mississippi,1645,67,Y,1401,118,Y,255,20,Y,338,69,Y,612,163,Y,338,93,Y,194,55,Y,125,34,Y,40,8,Y,729,81,Y,889,63,Y,17,21,Y,2022
29,MO,Missouri,5059,97,Y,4708,185,Y,351,13,Y,704,73,Y,1956,241,Y,1188,150,Y,620,86,Y,492,61,Y,103,9,Y,721,125,Y,4015,97,Y,226,93,Y,2022
30,MT,Montana,496,52,Y,476,98,Y,20,4,Y,85,50,Y,192,131,Y,119,82,Y,60,49,Y,28,19,Y,13,6,Y,4,78,N,463,56,Y,18,47,Y,2022
31,NE,Nebraska,1260,78,Y,1193,147,Y,66,8,Y,205,62,Y,516,205,Y,295,114,Y,137,63,Y,78,33,Y,33,10,Y,53,69,Y,1048,81,Y,111,62,Y,2022
32,NV,Nevada,6095,227,Y,5101,378,Y,990,74,Y,473,103,Y,1681,367,Y,1660,378,Y,1101,276,Y,885,224,Y,290,54,Y,502,198,Y,3790,288,Y,1503,203,Y,2022
33,NH,"New
Hampshire",1112,91,Y,1051,173,Y,59,10,Y,177,89,Y,413,230,Y,241,140,Y,130,75,Y,111,51,Y,34,12,Y,12,64,Y,1020,93,Y,51,99,Y,2022
34,NJ,New Jersey,9107,116,Y,8601,225,Y,505,13,Y,1316,96,Y,3815,321,Y,2115,173,Y,1040,87,Y,667,53,Y,155,10,Y,1000,99,Y,5624,132,Y,1959,119,Y,2022
35,NM,New Mexico,1990,111,Y,1896,214,Y,95,10,Y,316,93,Y,756,272,Y,460,170,Y,243,103,Y,161,61,Y,55,13,Y,46,125,Y,896,126,Y,984,119,Y,2022
36,NY,New York,46166,275,Y,43212,531,Y,2951,34,Y,4909,169,Y,20095,726,Y,12678,499,Y,4934,205,Y,2844,108,Y,716,20,Y,6506,269,Y,29404,315,Y,7594,242,Y,2022
37,NC,North Carolina,9864,109,Y,9207,210,Y,655,14,Y,1504,89,Y,3911,272,Y,2186,161,Y,1216,90,Y,815,59,Y,226,12,Y,2549,135,Y,6462,113,Y,615,70,Y,2022
38,ND,North Dakota,357,55,Y,344,104,Y,14,4,Y,68,50,Y,151,138,Y,73,72,Y,46,59,Y,18,20,Y,3,2,N,20,101,Y,313,57,Y,18,72,Y,2022
39,OH,Ohio,10823,109,Y,10011,206,Y,810,16,Y,1653,92,Y,4379,282,Y,2434,166,Y,1310,93,Y,800,52,Y,241,11,Y,1678,137,Y,8324,106,Y,480,116,Y,2022
40,OK,Oklahoma,2731,82,Y,2509,152,Y,221,13,Y,431,64,Y,1120,207,Y,657,125,Y,308,67,Y,174,36,Y,45,7,Y,245,100,Y,2186,99,Y,201,55,Y,2022
41,OR,Oregon,5803,159,Y,5318,294,Y,485,26,Y,675,110,Y,2256,380,Y,1568,264,Y,768,147,Y,414,80,Y,124,15,Y,214,296,Y,4731,172,Y,622,131,Y,2022
42,PA,Pennsylvania,16261,146,Y,14722,271,Y,1536,27,Y,2564,131,Y,6737,400,Y,3722,229,Y,1729,112,Y,1163,65,Y,342,14,Y,2579,221,Y,11932,141,Y,1227,145,Y,2022
44,RI,Rhode Island,1762,186,Y,1636,354,Y,127,26,Y,263,154,Y,677,447,Y,421,303,Y,211,162,Y,143,93,Y,50,24,Y,119,203,Y,1326,193,Y,262,178,Y,2022
45,SC,South Carolina,3476,78,Y,3190,148,Y,288,12,Y,570,70,Y,1312,192,Y,800,122,Y,419,66,Y,280,40,Y,96,10,Y,1247,111,Y,1981,68,Y,146,51,Y,2022
46,SD,South Dakota,294,39,Y,276,72,Y,19,5,Y,55,37,Y,108,94,Y,59,51,Y,46,48,Y,20,17,Y,6,4,N,0,0,-9,278,44,Y,7,23,N,2022
47,TN,Tennessee,8759,147,Y,7679,266,Y,1078,35,Y,1593,147,Y,3613,370,Y,1826,203,Y,968,111,Y,618,68,Y,152,13,Y,2104,224,Y,6121,139,Y,357,96,Y,2022
48,TX,Texas,40338,163,Y,37707,308,Y,2624,21,Y,5608,110,Y,16632,384,Y,9955,236,Y,4676,127,Y,2782,84,Y,723,18,Y,4346,140,Y,21382,205,Y,13034,140,Y,2022
49,UT,Utah,3991,147,Y,3785,275,Y,205,15,Y,572,85,Y,1790,358,Y,949,204,Y,426,115,Y,201,65,Y,55,14,Y,38,115,Y,3415,161,Y,402,102,Y,2022
50,VT,Vermont,581,103,Y,543,194,Y,38,13,Y,88,88,Y,202,260,Y,130,163,Y,68,88,Y,70,74,Y,24,17,Y,6,80,N,539,103,Y,34,249,Y,2022
51,VA,Virginia,7893,108,Y,7415,206,Y,478,13,Y,1118,83,Y,3252,277,Y,1863,159,Y,892,83,Y,604,54,Y,158,11,Y,1600,115,Y,5209,116,Y,672,91,Y,2022
53,WA,Washington,12888,195,Y,12081,365,Y,808,25,Y,1420,125,Y,5235,443,Y,3467,311,Y,1578,169,Y,922,99,Y,270,21,Y,565,209,Y,9967,224,Y,1435,172,Y,2022
54,WV,West Virginia,934,61,Y,837,110,Y,97,13,Y,128,49,Y,341,160,Y,232,109,Y,124,56,Y,84,35,Y,25,7,Y,86,155,Y,817,58,Y,13,44,Y,2022
55,WI,Wisconsin,3258,65,Y,3075,123,Y,184,7,Y,575,62,Y,1271,173,Y,730,98,Y,371,54,Y,241,30,Y,74,7,Y,225,78,Y,2731,66,Y,241,69,Y,2022
56,WY,Wyoming,203,41,Y,194,77,Y,11,5,N,36,39,Y,79,108,Y,49,63,Y,18,28,Y,16,22,Y,8,7,N,10,195,N,182,44,Y,13,28,Y,2022
72,PR,Puerto Rico,519,18,Y,491,36,Y,23,1,Y,36,8,Y,203,47,Y,126,33,Y,95,23,Y,48,11,Y,10,1,N,-9,-9,-9,-9,-9,-9,519,-9,-9,2022
