GEO ID,State Abbreviation,State,State PrEP-to-Need Ratio,Male PrEP-to-Need Ratio,Female PrEP-to-Need Ratio,Age LE 24 PrEP-to-Need Ratio,Age 25-34 PrEP-to-Need Ratio,Age 35-44 PrEP-to-Need Ratio,Age 45-54 PrEP-to-Need Ratio,Age 55-64 PrEP-to-Need Ratio,Age 65+ PrEP-to-Need Ratio,Black PrEP-to-Need Ratio,White PrEP-to-Need Ratio,Hispanic PrEP-to-Need Ratio,Year
44,RI,Rhode Island,20.75,24.62,6.09,14.64,24.17,17.14,36.5,18.8,26.0,10.0,37.26,6.62,2020
45,SC,South Carolina,3.01,3.43,1.41,1.99,3.16,4.66,2.81,2.5,3.2,1.64,8.0,1.22,2020
46,SD,South Dakota,3.79,4.4,1.38,3.57,3.06,3.57,6.75,4.33,-8.0,-9.0,8.25,1.29,2020
47,TN,Tennessee,7.36,8.22,2.97,4.41,7.99,7.86,10.24,10.16,5.23,2.91,18.16,3.43,2020
48,TX,Texas,7.29,8.18,2.81,4.33,8.11,9.39,7.36,7.43,6.11,2.47,23.6,4.88,2020
49,UT,Utah,17.34,18.29,7.83,11.75,20.78,15.88,18.13,22.17,9.33,5.4,32.48,3.75,2020
50,VT,Vermont,24.77,31.1,3.67,-8.0,20.8,13.4,-8.0,19.33,-8.0,8.0,28.0,17.0,2020
51,VA,Virginia,8.41,9.56,3.16,4.44,9.7,10.88,9.48,7.02,8.89,2.34,31.12,6.09,2020
53,WA,Washington,23.72,27.04,7.79,15.98,28.13,25.6,25.04,17.23,11.57,6.13,38.47,13.95,2020
54,WV,West Virginia,3.85,5.48,0.84,22.0,2.47,2.82,5.06,11.4,-8.0,2.09,4.31,2.5,2020
55,WI,Wisconsin,10.93,12.95,2.86,8.65,11.16,10.3,15.58,10.94,23.0,2.83,23.7,3.23,2020
56,WY,Wyoming,6.86,7.33,3.5,-8.0,7.0,3.5,7.0,6.0,-8.0,2.5,6.89,1.5,2020
72,PR,Puerto Rico,1.02,1.06,0.8,0.44,1.46,1.2,1.34,0.52,0.36,-8.0,-8.0,1.02,2020
