GEO ID,State Abbreviation,State,State PrEP Users,State PrEP Rate,State PrEP Rate Stability,Male PrEP Users,Male PrEP Rate,Male PrEP Rate Stability,Female PrEP Users,Female PrEP Rate,Female PrEP Rate Stability,Age LE 24 PrEP Users,Age LE 24 PrEP Rate,Age LE 24 PrEP Rate Stability,Age 25-34 PrEP Users,Age 25-34 PrEP Rate,Age 25-34 PrEP Rate Stability,Age 35-44 PrEP Users,Age 35-44 PrEP Rate,Age 35-44 PrEP Rate Stability,Age 45-54 PrEP Users,Age 45-54 PrEP Rate,Age 45-54 PrEP Rate Stability,Age 55-64 PrEP Users,Age 55-64 PrEP Rate,Age 55-64 PrEP Rate Stability,Age 65+ PrEP Users,Age 65+ PrEP Rate,Age 65+ PrEP Rate Stability,Black PrEP Users,Black PrEP Rate,Black PrEP Rate Stability,White PrEP Users,White PrEP Rate,White PrEP Rate Stability,Hispanic PrEP Users,Hispanic PrEP Rate,Hispanic PrEP Rate Stability,Year
35,NM,New Mexico,1520,85,Y,1440,162,Y,80,9,Y,261,77,Y,545,195,Y,352,132,Y,189,80,Y,133,49,Y,42,11,Y,47,130,Y,709,99,Y,698,85,Y,2021
36,NY,New York,39294,232,Y,36703,448,Y,2564,29,Y,4013,136,Y,17529,623,Y,10504,411,Y,4276,174,Y,2482,92,Y,507,15,Y,5637,230,Y,24866,264,Y,6700,212,Y,2021
37,NC,North Carolina,7664,86,Y,7147,165,Y,507,11,Y,1249,74,Y,2994,211,Y,1639,123,Y,970,72,Y,660,48,Y,154,9,Y,2030,109,Y,5019,88,Y,442,52,Y,2021
38,ND,North Dakota,263,41,Y,253,77,Y,11,4,N,49,36,Y,111,100,Y,68,68,Y,20,25,Y,17,18,Y,-1,-1,-9,17,87,Y,242,44,Y,4,17,N,2021
39,OH,Ohio,8865,89,Y,8264,170,Y,598,12,Y,1383,77,Y,3656,235,Y,1973,135,Y,1090,77,Y,594,37,Y,165,8,Y,1418,116,Y,6854,87,Y,363,91,Y,2021
40,OK,Oklahoma,2247,68,Y,2088,128,Y,158,9,Y,384,57,Y,912,169,Y,528,102,Y,276,61,Y,124,26,Y,28,4,Y,214,88,Y,1798,82,Y,150,43,Y,2021
41,OR,Oregon,4543,124,Y,4213,232,Y,328,18,Y,534,87,Y,1810,302,Y,1211,204,Y,598,115,Y,312,59,Y,83,10,Y,204,290,Y,3751,135,Y,413,89,Y,2021
42,PA,Pennsylvania,13271,119,Y,12084,222,Y,1179,21,Y,2171,111,Y,5563,327,Y,2885,180,Y,1453,93,Y,952,52,Y,242,10,Y,2091,179,Y,9741,114,Y,993,121,Y,2021
44,RI,Rhode Island,1457,153,Y,1374,297,Y,83,17,Y,224,130,Y,564,369,Y,331,243,Y,183,137,Y,125,81,Y,34,17,Y,91,158,Y,1100,158,Y,215,149,Y,2021
45,SC,South Carolina,2692,61,Y,2450,115,Y,238,10,Y,430,54,Y,1049,156,Y,604,94,Y,334,53,Y,223,32,Y,54,6,Y,950,85,Y,1574,55,Y,86,32,Y,2021
46,SD,South Dakota,198,27,Y,188,50,Y,9,2,N,33,23,Y,72,64,Y,44,39,Y,29,31,Y,20,17,Y,-1,-1,-9,-9,-9,-9,194,31,Y,0,0,-9,2021
47,TN,Tennessee,6876,117,Y,6226,218,Y,645,21,Y,1265,119,Y,2775,289,Y,1465,166,Y,808,93,Y,469,52,Y,99,8,Y,1580,169,Y,4891,112,Y,264,74,Y,2021
48,TX,Texas,34231,141,Y,31851,264,Y,2352,19,Y,4924,98,Y,14258,334,Y,8266,200,Y,3985,110,Y,2273,68,Y,538,14,Y,3760,124,Y,18673,179,Y,10564,116,Y,2021
49,UT,Utah,3106,116,Y,2977,221,Y,126,10,Y,446,67,Y,1396,286,Y,730,157,Y,332,93,Y,168,54,Y,37,10,Y,46,146,Y,2659,127,Y,286,75,Y,2021
50,VT,Vermont,467,83,Y,435,156,Y,32,11,Y,77,77,Y,162,208,Y,82,105,Y,62,79,Y,70,72,Y,14,10,Y,14,195,Y,419,80,Y,30,226,Y,2021
51,VA,Virginia,6389,87,Y,5978,166,Y,410,11,Y,875,65,Y,2641,224,Y,1547,133,Y,734,68,Y,484,43,Y,108,8,Y,1285,93,Y,4277,95,Y,549,77,Y,2021
53,WA,Washington,10904,167,Y,10255,312,Y,646,20,Y,1149,102,Y,4455,379,Y,2889,264,Y,1409,151,Y,782,82,Y,224,18,Y,487,185,Y,8468,190,Y,1173,145,Y,2021
54,WV,West Virginia,721,47,Y,647,85,Y,72,9,Y,102,39,Y,240,112,Y,200,93,Y,92,41,Y,77,31,Y,14,4,Y,39,71,Y,659,47,Y,13,46,Y,2021
55,WI,Wisconsin,2793,56,Y,2628,106,Y,165,7,Y,506,55,Y,1137,155,Y,569,77,Y,310,44,Y,224,27,Y,49,5,Y,227,79,Y,2371,58,Y,162,48,Y,2021
56,WY,Wyoming,138,28,Y,126,51,Y,12,5,Y,32,35,Y,43,59,Y,28,36,Y,20,31,Y,9,12,N,3,3,N,8,158,N,121,29,Y,10,22,N,2021
72,PR,Puerto Rico,424,15,Y,390,28,Y,33,2,Y,36,7,Y,153,35,Y,105,27,Y,87,21,Y,42,9,Y,7,1,N,-9,-9,-9,-9,-9,-9,424,-9,-9,2021
